,468,469,470,471,472,473,474,475,476,477,head_rotation_hor,head_rotation_ver,head_pos,looking_pos
155,"[-0.009848910760017456, 0.4187946141114395]","[-0.01286066395518748, 0.41809713196451104]","[-0.00981957552760814, 0.5065103731103721]","[-0.007957437223095469, 0.4197678213345823]","[-0.009844886117951564, 0.3565939387128441]","[0.006455008475309002, 0.4548154057994919]","[0.005714540013128178, 0.4594309014497614]","[0.006570185245352238, 0.5530146435981192]","[0.007450221139458555, 0.4501456448664422]","[0.006350300601995243, 0.38367534916555013]",[-0.0015769004821777344],[0.0005881786346435547],"[0.5903568863868713, 0.46376484632492065]","[157, 894]"
156,"[-0.008266181799203161, 0.4214206771679567]","[-0.010794936302859605, 0.42145110177701217]","[-0.00825274076049351, 0.5141354606497881]","[-0.006679678705593627, 0.42177258765338776]","[-0.008252386640788244, 0.3566543748253114]","[0.005427073386428285, 0.4538630357673169]","[0.0048209791825015915, 0.45834066625771425]","[0.005524363108128765, 0.5492115281783595]","[0.006241169932511917, 0.4492254562025407]","[0.005340751870750829, 0.38387250094219666]",[-0.0015926957130432129],[0.0005919933319091797],"[0.5902351140975952, 0.4645150601863861]","[157, 894]"
157,"[-0.005558185456126437, 0.4223452134269641]","[-0.00724995341294264, 0.4214529906372115]","[-0.005541423439431992, 0.51221049431793]","[-0.004492949081887157, 0.42358018560346955]","[-0.005553930809481075, 0.3589138001716948]","[0.0036148541753511895, 0.45596273895477485]","[0.003222598621144187, 0.4601354740053808]","[0.0037172119696549486, 0.5502960489630377]","[0.004139515623472305, 0.45155528378517634]","[0.003522929511062904, 0.3861130025916709]",[-0.001846909523010254],[0.0005895495414733887],"[0.5901788473129272, 0.4637795388698578]","[157, 894]"
158,"[-0.0067710057502973235, 0.4246688854140201]","[-0.008789249979359785, 0.42444272740352074]","[-0.006749515518309474, 0.5154768359214725]","[-0.005488762975324482, 0.42525667985763155]","[-0.006765883286216159, 0.36063051100066656]","[0.004449500236927327, 0.4555955867764348]","[0.0039631369062863445, 0.4599153771301119]","[0.0045737901533068615, 0.5488419395283131]","[0.005100370983299113, 0.45103565832519293]","[0.004338341541780596, 0.3864808778901693]",[-0.0017927289009094238],[0.0005741119384765625],"[0.590392529964447, 0.4640471041202545]","[157, 894]"
159,"[-0.005174312818009782, 0.4194671204541672]","[-0.006724004592821152, 0.4187922933828089]","[-0.005160098167905878, 0.506759453952851]","[-0.004194179464610669, 0.4204973144409888]","[-0.005171137217774176, 0.3574461506793608]","[0.003472277052713511, 0.45338682861362456]","[0.0030932812741786683, 0.4572953336648295]","[0.0035673166493965943, 0.5454685042964503]","[0.003978563094646785, 0.44929586797373317]","[0.0033870723302550803, 0.3849881984179842]",[-0.0016130805015563965],[0.0006058812141418457],"[0.5917515158653259, 0.4636518955230713]","[157, 894]"
160,"[-0.005887784410409529, 0.4183916016961749]","[-0.007647990396928919, 0.4177753391913201]","[-0.005871122698253033, 0.5046076042377614]","[-0.004773001205303335, 0.41938898863911106]","[-0.005884625672422504, 0.3569965552263841]","[0.003911778800610728, 0.45197002734381925]","[0.0034832360805880634, 0.4560248641161108]","[0.004017000202878798, 0.5425653359465278]","[0.004486493458504293, 0.4476983709201931]","[0.003818528417674416, 0.3843501017776961]",[-0.0016657114028930664],[0.0006090402603149414],"[0.5913013219833374, 0.4633544981479645]","[157, 894]"
161,"[-0.004423453448944704, 0.41712638283607106]","[-0.005743713978086009, 0.416448956830531]","[-0.004408177153429477, 0.5043521069256087]","[-0.0035865139905869457, 0.4181797783732429]","[-0.004422786035152157, 0.35541905747772573]","[0.002946966285060597, 0.4485070309257973]","[0.002621556384239586, 0.45288744546689286]","[0.0030305910070188152, 0.5390229386947795]","[0.0033824046192784244, 0.44393045825697275]","[0.002871946515686598, 0.38109756980401127]",[-0.0017112493515014648],[0.0006022453308105469],"[0.5920642018318176, 0.4620095193386078]","[157, 894]"
162,"[-0.005335176247577583, 0.41906536400089794]","[-0.00689794733276437, 0.41896801683138557]","[-0.005314017302187287, 0.5074593039648521]","[-0.004338837639170554, 0.41956784218641263]","[-0.005338175215615071, 0.35662491346703723]","[0.003607948531509724, 0.4489778411196066]","[0.0032073776959973235, 0.4534211438253796]","[0.00370959389515245, 0.5401865797573691]","[0.004143841086983077, 0.4443958832872234]","[0.003516900661512267, 0.38129515052671054]",[-0.0015919208526611328],[0.0005843639373779297],"[0.5925595760345459, 0.46241122484207153]","[157, 894]"
163,"[-0.004805017869745219, 0.4209893767642669]","[-0.00623357395490206, 0.4204402248437507]","[-0.004792209610616031, 0.5105236657196959]","[-0.0038990605138356626, 0.4218784971628304]","[-0.004801621961650382, 0.35773389896260427]","[0.0032394770427635394, 0.4534289414228247]","[0.0028822318960657943, 0.4572396595565515]","[0.0033372598297399863, 0.5486997290327379]","[0.0037175133654708064, 0.4493879246468049]","[0.003151984472787768, 0.3832325487767249]",[-0.001559138298034668],[0.0006464719772338867],"[0.5926239490509033, 0.4624645709991455]","[157, 894]"
164,"[-0.004705895611537276, 0.42109298179184335]","[-0.006091932893908845, 0.4205781579422334]","[-0.004690938067784373, 0.510386179929243]","[-0.0038242978305879105, 0.4220376764805017]","[-0.00470495885461463, 0.35800270093092534]","[0.0031956909830340367, 0.4532692720493339]","[0.0028427941850596153, 0.457075132614476]","[0.003292316264205292, 0.5484875208040046]","[0.0036685979495445515, 0.4492419558437506]","[0.0031096450878927147, 0.3830939441341583]",[-0.001501321792602539],[0.0006368756294250488],"[0.5929913520812988, 0.4625275135040283]","[157, 894]"
165,"[-0.00372335607753155, 0.41726275201369417]","[-0.004817745084347163, 0.41631568569696764]","[-0.0037154225813035837, 0.5036804984532306]","[-0.003026263402089367, 0.4185744333726072]","[-0.003718867769485985, 0.355897027596431]","[0.002519685521998341, 0.452641031735151]","[0.0022399014861085695, 0.456470307513029]","[0.002589796318005778, 0.5482083040834447]","[0.00289606967005471, 0.4487981953905412]","[0.002456730809934296, 0.3824949465987781]",[-0.0016214251518249512],[0.0002505779266357422],"[0.5927557349205017, 0.4621252417564392]","[157, 894]"
166,"[-0.003692677858753465, 0.41674527865187594]","[-0.004782460947560881, 0.4155419472290823]","[-0.003687110176907297, 0.5025876395039441]","[-0.002999910312909658, 0.4182090185717897]","[-0.0036862557424368917, 0.3556716764871124]","[0.0024935357504656712, 0.4533549919509029]","[0.002215974345791827, 0.45713043422488703]","[0.00256215461279645, 0.5490658615438739]","[0.002867908262171506, 0.44949276234432456]","[0.002431899590707838, 0.3830497961084824]",[-0.0016307234764099121],[0.0001843571662902832],"[0.5927197337150574, 0.4622044563293457]","[157, 894]"
167,"[-0.00417045660576863, 0.4151862381062892]","[-0.005390738702047585, 0.41373538777002783]","[-0.00416556652693941, 0.5016060379315843]","[-0.003390686065020408, 0.4169632994336018]","[-0.004161336249195211, 0.353770098748038]","[0.0027723816198872105, 0.447247727923752]","[0.0024761801376384355, 0.45066612927095767]","[0.0028556927108763057, 0.5365341937160737]","[0.003164262474546313, 0.44356645325247873]","[0.0026969016543492803, 0.38017577537019787]",[-0.001692652702331543],[0.0003743767738342285],"[0.5914230346679688, 0.4604543447494507]","[157, 894]"
168,"[-0.00435975549475202, 0.4203493887639933]","[-0.005640656807405957, 0.4198307286548648]","[-0.004356551811658354, 0.5127793931409668]","[-0.0035422157291555, 0.4211567054792021]","[-0.004349214706156798, 0.35574980641688464]","[0.002903094963563196, 0.4504768069559878]","[0.00258975958556619, 0.453659840198977]","[0.0029900846851648928, 0.5417726942640343]","[0.00331911626864868, 0.4470318247079189]","[0.0028249450581939667, 0.38231755889541214]",[-0.0016937255859375],[0.000335693359375],"[0.5915125012397766, 0.4613172113895416]","[157, 894]"
169,"[-0.0039294497863328615, 0.4147745984230353]","[-0.005099068456391636, 0.41381422766155324]","[-0.00391002799216039, 0.5005686510823687]","[-0.003189667416280433, 0.41615822057330726]","[-0.003935565430005374, 0.3539409059661458]","[0.002659231661582465, 0.4446553136971885]","[0.002373686459714445, 0.4481958929029073]","[0.002734746908352577, 0.5333428960768845]","[0.003040357989141495, 0.44099437815783854]","[0.0025934546571940807, 0.37840774987510833]",[-0.0015641450881958008],[0.0003675222396850586],"[0.5926765203475952, 0.4596603512763977]","[157, 894]"
170,"[-0.004052868959880714, 0.4136741154841023]","[-0.005255986270076682, 0.41324108442135166]","[-0.00403914253193373, 0.5028013488714818]","[-0.003290637735467193, 0.4145212519751648]","[-0.004053588508070914, 0.35120006458150893]","[0.002732767849957777, 0.44422162488843187]","[0.0024355623423160063, 0.4476402135194142]","[0.0028127747311075427, 0.5333288943346138]","[0.003129034854141663, 0.4406687545536486]","[0.002661900663056609, 0.37776549477083304]",[-0.0015751123428344727],[0.0005477070808410645],"[0.5922333598136902, 0.4591981768608093]","[157, 894]"
171,"[-0.003674419673606231, 0.41643000520768564]","[-0.004705769026656808, 0.41721741974514887]","[-0.0036758814521264515, 0.5108877038110688]","[-0.0030071039696508203, 0.41618759088117413]","[-0.00366469308542708, 0.3509376068253601]","[0.0028619582499092755, 0.4446751978868552]","[0.002497234629771713, 0.4476363074291211]","[0.002895272463467489, 0.5399501760530112]","[0.003364478352808536, 0.44206237104443885]","[0.00283315326306655, 0.37699979725507116]",[-0.0015593171119689941],[0.00045287609100341797],"[0.5909671187400818, 0.46024399995803833]","[157, 894]"
172,"[-0.004006186303440958, 0.4194610715571133]","[-0.0051175036964916775, 0.4199103691905459]","[-0.004006169633005317, 0.5114959332938712]","[-0.0032845059338879818, 0.41953093556945753]","[-0.003996073450548721, 0.35496421542980744]","[0.0031448098795973075, 0.4497435878639618]","[0.0027426417767513808, 0.4532775950089872]","[0.0031821712472524747, 0.5483312787794482]","[0.0036986288213241817, 0.4464695520009398]","[0.003111870575489999, 0.3802204490875488]",[-0.0015781521797180176],[0.0003140568733215332],"[0.5913977026939392, 0.46058976650238037]","[157, 894]"
173,"[-0.003449043244156438, 0.41402210050871613]","[-0.004357680395624404, 0.4140732581885615]","[-0.0034608283385573107, 0.5067196489114127]","[-0.0028462743117514426, 0.41432123223266104]","[-0.003429930504014574, 0.3493627765390998]","[0.0028425945756126803, 0.4392801713521737]","[0.0024479683331567643, 0.4426341454353893]","[0.0028709358059092653, 0.5362216250914916]","[0.0033984295090778546, 0.4362426806540438]","[0.002817433001792383, 0.3711853281920104]",[-0.0014230608940124512],[0.00017315149307250977],"[0.591949999332428, 0.45903855562210083]","[157, 894]"
174,"[-0.0035637041860439823, 0.41469238468418584]","[-0.00451292592190908, 0.4151482908672633]","[-0.0035705238039460316, 0.5098926557437925]","[-0.002937173450932313, 0.4146873670551942]","[-0.003549532325590212, 0.34901186607961526]","[0.002932410264498596, 0.44212661240302875]","[0.0025248901289942915, 0.446029130812758]","[0.002963223363063531, 0.5413032202714169]","[0.0035060009254826016, 0.4385838963963964]","[0.002904792825056456, 0.37283507258560716]",[-0.001481473445892334],[0.0004355907440185547],"[0.591829776763916, 0.45942234992980957]","[157, 894]"
175,"[-0.0039031744418470712, 0.41505802456147667]","[-0.004934943218811467, 0.41500993746667314]","[-0.003916014224230818, 0.5094544865966228]","[-0.00322051423681975, 0.4155610912529294]","[-0.0038825757575757574, 0.3497119991438199]","[0.003225127384273606, 0.4439194693234372]","[0.0027828892288829167, 0.4482521744411796]","[0.0032591083038945225, 0.5448497202640102]","[0.003842608157362492, 0.4400328743297024]","[0.003193716464729683, 0.3738087118871855]",[-0.001468658447265625],[0.0006653666496276855],"[0.5917903184890747, 0.4598328471183777]","[157, 894]"
176,"[-0.004108472627246031, 0.4143877558415081]","[-0.005178958020483358, 0.41424686405655586]","[-0.004124614476685497, 0.5090270425530905]","[-0.003395425435403985, 0.414896282580388]","[-0.004084319166676216, 0.3488921691811883]","[0.00337655795593284, 0.4440136951696263]","[0.0029169908034999076, 0.44844082072248465]","[0.003411761526343112, 0.5437929803673195]","[0.004016598005455335, 0.44003537787272073]","[0.003343893772394486, 0.37442759921249874]",[-0.0014744997024536133],[0.0006588101387023926],"[0.5914824604988098, 0.45982837677001953]","[157, 894]"
177,"[-0.0051864984696762765, 0.4154512077051716]","[-0.006448982720990758, 0.4158155832011129]","[-0.0052222199947878035, 0.5065728023436007]","[-0.004331683998140844, 0.4153455538085762]","[-0.005145423278046555, 0.3515131589446002]","[0.00474850086026336, 0.4356649669221777]","[0.004027267023936693, 0.43871907904345864]","[0.004781053163795548, 0.5345811856993244]","[0.0057832921545457805, 0.43298235657598827]","[0.0047146210759412745, 0.36713582579999154]",[-0.0012642741203308105],[0.0007141232490539551],"[0.591088056564331, 0.45772552490234375]","[157, 894]"
178,"[-0.00619792738161188, 0.4136338206800045]","[-0.007701807306158561, 0.4143696121677996]","[-0.00623564853534767, 0.5035422426440611]","[-0.0051783529168343756, 0.4132632231675519]","[-0.006153992939604999, 0.3504020834864108]","[0.005616431151162383, 0.4345084310612932]","[0.004774056316031053, 0.4375734689154484]","[0.005655960136089092, 0.532377973637679]","[0.006817403123073616, 0.43180575446560393]","[0.005575124520105951, 0.3664983028414064]",[-0.0013439655303955078],[0.0007960200309753418],"[0.5907148122787476, 0.45779943466186523]","[157, 894]"
179,"[-0.0038665339244072475, 0.41032802552057396]","[-0.004793256624317117, 0.41158184203712195]","[-0.0038931360862554656, 0.5031080063138562]","[-0.0032348315448233068, 0.40937788964389993]","[-0.0038358677421728507, 0.34580652375245813]","[0.0035791167092723802, 0.42990345422247384]","[0.0030337038629430087, 0.43312283550470004]","[0.0036036218574832216, 0.5245918364211283]","[0.004364183813908373, 0.427102686360741]","[0.003554370047129054, 0.36374739515637583]",[-0.0012516975402832031],[0.0006700754165649414],"[0.5917832255363464, 0.4566640853881836]","[157, 894]"
180,"[-0.004231463040081544, 0.4121803528537943]","[-0.005268029015306743, 0.41359925895346533]","[-0.004252108886846604, 0.5055990557805341]","[-0.0035312514823474736, 0.4111274408401445]","[-0.004206587876608025, 0.34740454679417476]","[0.0039000072402217275, 0.43128987798717444]","[0.003312930554715232, 0.43461654256168547]","[0.003928517640529519, 0.5264504536026715]","[0.0047400298760316385, 0.4283789094416079]","[0.0038710887426133514, 0.3648296400269629]",[-0.0013093352317810059],[0.0007516741752624512],"[0.5915557742118835, 0.4569472074508667]","[157, 894]"
181,"[-0.003829573687414647, 0.4135049322911411]","[-0.004724877300757198, 0.4142874419212136]","[-0.003849922066354932, 0.5044826962622796]","[-0.003214654340327856, 0.4129942595582406]","[-0.0038046659419683922, 0.34963327329406557]","[0.0036189740329717448, 0.43419623736595336]","[0.003076784626601438, 0.4373921112788529]","[0.00364234863021449, 0.531367205895218]","[0.004391483939135332, 0.43151149784352455]","[0.0035935977367727513, 0.36653999702121615]",[-0.0011984705924987793],[0.0006539225578308105],"[0.5915252566337585, 0.4571797847747803]","[157, 894]"
182,"[-0.004017447379116983, 0.41569834270561545]","[-0.004945922777247521, 0.4165171858125818]","[-0.00403388716946983, 0.5075297885478434]","[-0.0033776734206083397, 0.41509785481067935]","[-0.003996444972038913, 0.3512383699627708]","[0.0038537846449828656, 0.43617262760193176]","[0.0032775904341401183, 0.4395822074008565]","[0.0038759385243497826, 0.5334193057165942]","[0.004673575197533286, 0.4332928247922361]","[0.0038290007681895458, 0.3684136366775343]",[-0.0011159777641296387],[0.0006972551345825195],"[0.5922999382019043, 0.4575187563896179]","[157, 894]"
183,"[-0.005087343833095172, 0.4056559656248497]","[-0.005887033779870237, 0.40660359571263893]","[-0.005069246722405693, 0.4832856382610551]","[-0.0044727115643539575, 0.4046837097980269]","[-0.0051067134873298715, 0.3485328871889796]","[0.005945437214022994, 0.426168328566347]","[0.004933624574716329, 0.4304016811197899]","[0.005993676985240663, 0.5203752936849938]","[0.007472861027381379, 0.42259947799694103]","[0.0058898857841961265, 0.3607072352959609]",[-0.0009414553642272949],[0.0007643699645996094],"[0.5927296280860901, 0.45797568559646606]","[157, 894]"
